,Player_Name,Player_LastName,Club,Position,Foot,known_name,sics_id,opta_id,sc_id,first_name,last_name,born_date
454,TomAs,RincOn ,SAMPDORIA,Defensive Midfield,right,RINCON T.,6528,50933,10473,TOMAS,RINCON,1988-01-13
455,Abdelhamid,Sabiri ,SAMPDORIA,Attacking Midfield,right,SABIRI A.,24263,246878,12153,ABDELHAMID,SABIRI,1996-11-28
456,Vladyslav,Supryaga  ,SAMPDORIA,Centre-Forward,right,SUPRYAGA V.,24247,463206,12469,VLADYSLAV,SUPRYAGA,2000-02-15
457,Morten,Thorsby ,SAMPDORIA,Central Midfield,right,THORSBY M.,16291,179296,7775,MORTEN,THORSBY,1996-05-05
458,Ernesto,Torregrossa ,SAMPDORIA,Centre-Forward,left,TORREGROSSA E.,5664,104080,19848,ERNESTO,TORREGROSSA,1992-06-28
459,Simone,Trimboli ,SAMPDORIA,Central Midfield,right,TRIMBOLI S.,16102,476625,63180,SIMONE,TRIMBOLI,2002-04-19
460,Ronaldo,Vieira ,SAMPDORIA,Central Midfield,right,VIEIRA R.,16866,221608,14138,RONALDO,VIEIRA,1998-07-19
461,Gerard,Yepes ,SAMPDORIA,Defensive Midfield,right,YEPES G.,26712,548652,70236,GERARD,YEPES,2002-08-25
462,Maya,Yoshida ,SAMPDORIA,Centre-Back,right,YOSHIDA M.,13132,80447,7359,MAYA,YOSHIDA,1988-08-24
463,Kaan,Ayhan ,SASSUOLO,Centre-Back,right,AYHAN K.,14828,159522,5655,KAAN,AYHAN,1994-11-10
464,Domenico,Berardi ,SASSUOLO,Right Winger,left,BERARDI D.,6252,116796,2809,DOMENICO,BERARDI,1994-08-01
465,Emil,Konradsen Ceide,SASSUOLO,Left Winger,right,CEIDE E. K.,30804,455685,13534,EMIL KONRADSEN,CEIDE,2001-09-03
466,Vlad,Chiriches  ,SASSUOLO,Centre-Back,right,CHIRICHES V.,8577,62305,10756,VLAD,CHIRICHES,1989-11-14
467,Andrea,Consigli ,SASSUOLO,Goalkeeper,right,CONSIGLI A.,6275,18500,764,ANDREA,CONSIGLI,1987-01-27
468,GrE'goire,Defrel  ,SASSUOLO,Centre-Forward,left,DEFREL G.,6737,95215,4061,GREGOIRE,DEFREL,1991-06-17
469,Filip,Djuricic  ,SASSUOLO,Attacking Midfield,right,DJURICIC F.,7574,66228,3437,FILIP,DJURICIC,1992-01-30
470,Gian,Marco Ferrari,SASSUOLO,Centre-Back,left,FERRARI G.,7205,155620,14171,GIAN MARCO,FERRARI,1992-05-15
471,Davide,Frattesi ,SASSUOLO,Central Midfield,right,FRATTESI D.,14083,235453,19731,DAVIDE,FRATTESI,1999-09-22
472,Abdou,Harroui ,SASSUOLO,Central Midfield,both,HARROUI A.,25645,234506,26765,ABDOU,HARROUI,1998-01-13
473,Matheus,Henrique ,SASSUOLO,Central Midfield,right,HENRIQUE M.,26669,440730,28311,MATHEUS,HENRIQUE,1997-12-19
474,Georgios,Kyriakopoulos ,SASSUOLO,Left-Back,left,KYRIAKOPOULOS G.,21047,106247,15349,GEORGIOS,KYRIAKOPOULOS,1996-02-05
475,Maxime,LOpez ,SASSUOLO,Defensive Midfield,right,LOPEZ M.,16252,213965,11170,MAXIME,LOPEZ,1997-12-04
476,Francesco,Magnanelli ,SASSUOLO,Defensive Midfield,right,MAGNANELLI F.,6251,14715,3546,FRANCESCO,MAGNANELLI,1984-11-12
477,Mert,MUldUr ,SASSUOLO,Right-Back,right,MULDUR M.,17563,224990,13300,MERT,MULDUR,1999-04-03
478,Brian,Oddei ,SASSUOLO,Right Winger,left,ODDEI B.,25312,499194,24637,BRIAN,ODDEI,2002-09-18
479,Gianluca,Pegolo ,SASSUOLO,Goalkeeper,left,PEGOLO G.,6249,7485,3900,GIANLUCA,PEGOLO,1981-03-25
480,Federico,Peluso ,SASSUOLO,Left-Back,left,PELUSO F.,6272,38476,3344,FEDERICO,PELUSO,1984-01-20
481,Giacomo,Raspadori ,SASSUOLO,Second Striker,both,RASPADORI G.,19990,446969,14168,GIACOMO,RASPADORI,2000-02-18
482,RogE'rio,RogE'rio,SASSUOLO,Left-Back,left,ROGERIO,14685,218441,9212,ROGERIO,OLIVEIRA DA SILVA,1998-01-13
483,Ruan,Tressoldi ,SASSUOLO,Centre-Back,right,RUAN,30378,441451,31659,RUAN,TRESSOLDI NETO,1999-06-07
484,Luigi,Samele ,SASSUOLO,Centre-Forward,right,SAMELE L.,24270,515898,43139,LUIGI,SAMELE,2002-04-09
485,Giacomo,Satalino ,SASSUOLO,Goalkeeper,right,SATALINO G.,11918,223540,11269,GIACOMO,SATALINO,1999-05-20
486,Gianluca,Scamacca ,SASSUOLO,Centre-Forward,right,SCAMACCA G.,14684,195899,14479,GIANLUCA,SCAMACCA,1999-01-01
487,Jeremy,Toljan ,SASSUOLO,Right-Back,right,TOLJAN J.,13813,160540,4943,JEREMY,TOLJAN,1994-08-08
488,Hamed,Junior Traorè,SASSUOLO,Attacking Midfield,both,TRAORE H. J.,15254,424044,14123,HAMED JUNIOR,TRAORE,2000-02-16
489,Kelvin,Amian ,SPEZIA,Right-Back,right,AMIAN ADOU K.,16472,217596,11444,KELVIN AMIAN,ADOU,1998-02-08
490,Janis,Antiste ,SPEZIA,Centre-Forward,right,ANTISTE J.,26694,503184,24785,JANIS,ANTISTE,2002-08-18
491,Simone,Bastoni ,SPEZIA,Central Midfield,left,BASTONI S.,5877,179329,19880,SIMONE,BASTONI,1996-11-05
492,NicolO',Bertola ,SPEZIA,Centre-Back,right,BERTOLA N.,23592,539223,48852,NICOLO',BERTOLA,2003-03-23
493,Mehdi,Bourabia ,SPEZIA,Defensive Midfield,right,BOURABIA M.,16848,78796,14173,MEHDI,BOURABIA,1991-08-07
494,Ebrima,Colley ,SPEZIA,Left Winger,right,COLLEY E.,22591,470501,24450,EBRIMA,COLLEY,2000-02-01
495,Martin,Erlic ,SPEZIA,Centre-Back,right,ERLIC M.,9014,204631,19888,MARTIN,ERLIC,1998-01-24
496,Salva,Ferrer ,SPEZIA,Right-Back,right,FERRER S.,20991,467208,27628,SALVA,FERRER,1998-01-21
497,Emmanuel,Gyasi ,SPEZIA,Left Winger,right,GYASI E.,12670,159043,19873,EMMANUEL,GYASI,1994-01-11
498,Petko,Hristov ,SPEZIA,Centre-Back,right,HRISTOV P.,14363,228276,67302,PETKO,HRISTOV,1999-03-01
499,Jakub,Kiwior ,SPEZIA,Centre-Back,left,KIWIOR J.,27368,440854,64677,JAKUB,KIWIOR,2000-02-15
500,Viktor,Kovalenko  ,SPEZIA,Attacking Midfield,right,KOVALENKO V.,10714,184847,12789,VIKTOR,KOVALENKO,1996-02-14
501,Giulio,Maggiore ,SPEZIA,Central Midfield,right,MAGGIORE G.,11934,233558,19885,GIULIO,MAGGIORE,1998-03-12
502,Rey,Manaj ,SPEZIA,Centre-Forward,right,MANAJ R.,8717,194827,17479,REY,MANAJ,1997-02-24
503,Samuel,Mraz ,SPEZIA,Centre-Forward,right,MRAZ S.,16805,200837,14134,SAMUEL,MRAZ,1997-05-13
504,Aurelien,Nguiamba,SPEZIA,Central Midfield,left,NGUIAMBA A.,29502,204728,13096,AURELIEN,NGUIAMBA,1999-01-18
505,Dimitrios,Nikolaou ,SPEZIA,Centre-Back,left,NIKOLAOU D.,14906,214286,12898,DIMITRIOS,NIKOLAOU,1998-08-13
506,M'Bala,Nzola ,SPEZIA,Centre-Forward,left,NZOLA M.,11616,218707,27626,M'BALA,NZOLA,1996-08-18
507,Suf,Podgoreanu  ,SPEZIA,Right Winger,right,PODGOREANU S.,27369,519337,34186,SUF,PODGOREANU,2002-01-20
508,Ivan,Provedel ,SPEZIA,Goalkeeper,right,PROVEDEL I.,6770,151923,14121,IVAN,PROVEDEL,1994-03-17
509,Arkadiusz,Reca  ,SPEZIA,Left-Back,left,RECA A.,16855,229798,12501,ARKADIUSZ,RECA,1995-06-17
510,Jacopo,Sala ,SPEZIA,Central Midfield,right,SALA J.,6070,80974,4600,JACOPO,SALA,1991-12-05
511,Aimar,Sher ,SPEZIA,Central Midfield,right,SHER A.,26677,483091,29775,AIMAR,SHER,2002-12-20
512,David,Strelec ,SPEZIA,Centre-Forward,left,STRELEC D.,27998,456304,16861,DAVID,STRELEC,2001-04-04
513,Daniele,Verde ,SPEZIA,Right Winger,left,VERDE D.,7039,153867,2276,DANIELE,VERDE,1996-06-20
514,Luca,Vignali ,SPEZIA,Right-Back,right,VIGNALI L.,10306,215421,27625,LUCA,VIGNALI,1996-01-11
515,Jeroen,Zoet ,SPEZIA,Goalkeeper,right,ZOET J.,10396,59108,4961,JEROEN,ZOET,1991-01-06
516,Petar,Zovko ,SPEZIA,Goalkeeper,left,ZOVKO P.,26714,547065,67396,PETAR,ZOVKO,2002-03-25
517,Cristian,Ansaldi ,TORINO,Left-Back,both,ANSALDI C.,7508,50937,2041,CRISTIAN,ANSALDI,1986-09-20
518,Andrea,Belotti ,TORINO,Centre-Forward,right,BELOTTI A.,6223,111722,758,ANDREA,BELOTTI,1993-12-20
519,Etrit,Berisha ,TORINO,Goalkeeper,left,BERISHA E.,6137,61824,3191,ETRIT,BERISHA,1989-03-10
520,Josip,Brekalo ,TORINO,Left Winger,right,BREKALO J.,20227,218368,19097,JOSIP,BREKALO,1998-06-23
521,Bremer,Bremer,TORINO,Centre-Back,right,BREMER G.,16870,428585,14104,GLEISON,BREMER SILVA,1997-03-18
522,Alessandro,Buongiorno  ,TORINO,Centre-Back,left,BUONGIORNO A.,15985,247359,19942,ALESSANDRO,BUONGIORNO,1999-06-06
523,Koffi,Djidji ,TORINO,Centre-Back,right,DJIDJI K.,16869,102766,5939,KOFFI,DJIDJI,1992-11-30
524,Luca,Gemello ,TORINO,Goalkeeper,right,GEMELLO L.,16095,473242,26586,LUCA,GEMELLO,2000-07-03
525,Armando,Izzo ,TORINO,Centre-Back,right,IZZO A.,6516,105119,1037,ARMANDO,IZZO,1992-03-02
526,Ben,Lhassine Kone,TORINO,Attacking Midfield,left,KONE B. L.,20953,442112,22232,BEN LHASSINE,KONE,2000-03-14
527,Karol,Linetty ,TORINO,Central Midfield,right,LINETTY K.,9766,140181,5733,KAROL,LINETTY,1995-02-02
528,Saša,LukiC  ,TORINO,Central Midfield,right,LUKIC S.,11563,212314,13068,SASA,LUKIC,1996-08-13
529,Rolando,Mandragora ,TORINO,Defensive Midfield,left,MANDRAGORA R.,6524,182514,9226,ROLANDO,MANDRAGORA,1997-06-29
530,Vanja,MilinkoviC-SaviC ,TORINO,Goalkeeper,right,MILINKOVIC-SAVIC V.,12261,193773,10639,VANJA,MILINKOVIC-SAVIC,1997-02-20
531,Ola,Aina  ,TORINO,Right-Back,right,OLA AINA T.,11388,159506,11781,TEMITAYO,OLUFISAYO OLAOLUWA AINA,1996-10-08
532,Marko,Pjaca ,TORINO,Left Winger,right,PJACA M.,9095,102228,11845,MARKO,PJACA,1995-05-06
533,Dennis,Praet ,TORINO,Central Midfield,right,PRAET D.,8000,106837,2645,DENNIS,PRAET,1994-05-14
534,Ricardo,RodrIguez ,TORINO,Centre-Back,left,RODRIGUEZ R.,8585,69305,8996,RICARDO,RODRIGUEZ,1992-08-25
535,Antonio,Sanabria ,TORINO,Centre-Forward,right,SANABRIA A.,6976,168598,995,ANTONIO,SANABRIA,1996-03-04
536,Demba,Seck ,TORINO,Right Winger,left,SECK D.,24893,516990,33380,DEMBA,SECK,2001-02-10
537,Stephane,Singo ,TORINO,Right-Back,right,SINGO W. S.,20964,478960,22231,WILFRIED STEPHANE,SINGO,2000-12-25
538,Mërgim,Vojvoda ,TORINO,Right-Back,right,VOJVODA M.,21824,212667,14765,MERGIM,VOJVODA,1995-02-01
539,Magnus,Warming  ,TORINO,Left Winger,right,WARMING M.,26519,423916,28849,MAGNUS,WARMING,2000-06-08
540,Simone,Zaza ,TORINO,Centre-Forward,left,ZAZA S.,6254,60270,9903,SIMONE,ZAZA,1991-06-25
541,David,Zima ,TORINO,Centre-Back,right,ZIMA D.,24596,477753,34071,DAVID,ZIMA,2000-11-08
542,Tolgay,Arslan ,UDINESE,Central Midfield,right,ARSLAN T.,13055,62339,10430,TOLGAY,ARSLAN,1990-08-16
543,Rodrigo,BecAo  ,UDINESE,Centre-Back,right,BECAO R.,20899,220063,12827,RODRIGO,BECAO,1996-01-19
544,Filip,Benkovic ,UDINESE,Centre-Back,right,BENKOVIC F.,13041,213405,13664,FILIP,BENKOVIC,1997-07-13
545,Beto,Beto,UDINESE,Centre-Forward,right,BETO,27366,486385,29252,NORBERTO BERCIQUE,GOMES BETUNCAL,1998-01-31
546,Sebastien,De Maio,UDINESE,Centre-Back,right,DE MAIO S.,6515,39781,9639,SEBASTIEN,DE MAIO,1987-03-05
547,Gerard,Deulofeu ,UDINESE,Centre-Forward,right,DEULOFEU G.,13271,94924,3848,GERARD,DEULOFEU,1994-03-13
548,Fernando,Forestieri ,UDINESE,Second Striker,right,FORESTIERI F.,23949,39570,18648,FERNANDO,FORESTIERI,1990-01-15
549,Mato,Jajalo ,UDINESE,Defensive Midfield,right,JAJALO M.,7090,56733,7115,MATO,JAJALO,1988-05-25
550,Jens,Larsen,UDINESE,Right-Back,right,LARSEN J.,12794,68659,11191,JENS,LARSEN,1991-02-21
551,Jean-Victor,Makengo  ,UDINESE,Central Midfield,left,MAKENGO J.,24414,199666,11770,JEAN-VICTOR,MAKENGO,1998-06-12
552,Pablo,MarI  ,UDINESE,Centre-Back,left,MARI' P.,25359,92371,8324,PABLO,MARI',1993-08-31
553,Nahuel,Molina ,UDINESE,Right-Back,right,MOLINA N.,23982,221586,26571,NAHUEL,MOLINA,1998-04-06
554,Ilija,Nestorovski ,UDINESE,Centre-Forward,left,NESTOROVSKI I.,11560,72486,17868,ILIJA,NESTOROVSKI,1990-03-12
555,Bram,Nuytinck  ,UDINESE,Centre-Back,left,NUYTINCK B.,7995,76623,1435,BRAM,NUYTINCK,1990-05-04
556,Stefano,Okaka ,UDINESE,Centre-Forward,right,OKAKA S.,6281,20046,10003,STEFANO,OKAKA,1989-08-09
557,Daniele,Padelli ,UDINESE,Goalkeeper,right,PADELLI D.,6305,18377,2270,DANIELE,PADELLI,1985-10-25
558,Simone,Pafundi ,UDINESE,Attacking Midfield,left,PAFUNDI S.,26786,579149,161508,SIMONE,PAFUNDI,2006-03-14
559,Roberto,Pereyra ,UDINESE,Central Midfield,both,PEREYRA R.,6130,61566,9140,ROBERTO,PEREYRA,1991-01-07
560,NehuE'n,PE'rez ,UDINESE,Centre-Back,right,PEREZ N.,25529,441052,27266,NEHUEN,PEREZ,2000-06-24
561,Riccardo,Pinzi ,UDINESE,Central Midfield,right,PINZI R.,33536,565895,102833,RICCARDO,PINZI,2003-08-17
562,Ignacio,Pussetto  ,UDINESE,Right Winger,right,PUSSETTO I.,16750,168290,14091,IGNACIO,PUSSETTO,1995-12-21
563,Lazar,Samardzic ,UDINESE,Attacking Midfield,left,SAMARDZIC L.,26642,477529,24937,LAZAR,SAMARDZIC,2002-02-24
564,Samir,Samir,UDINESE,Centre-Back,left,SAMIR,10291,162651,9498,SAMIR CAETANO,DE SOUZA SANTOS,1994-12-05
565,Marco,Silvestri ,UDINESE,Goalkeeper,right,SILVESTRI M.,14079,56486,6809,MARCO,SILVESTRI,1991-03-02
566,Brandon,Soppy ,UDINESE,Right-Back,right,SOPPY B.,24688,476883,30947,BRANDON,SOPPY,2002-02-21
567,Isaac,Success ,UDINESE,Centre-Forward,right,SUCCESS I.,26707,173514,10160,ISAAC,SUCCESS,1996-01-07
568,Destiny,Udogie  ,UDINESE,Left-Back,left,UDOGIE D.,23630,487053,32071,DESTINY,UDOGIE,2002-11-28
569,Walace,Walace,UDINESE,Defensive Midfield,right,WALACE,11335,184289,13082,WALACE,SOUZA SILVA,1995-04-04
570,Marvin,Zeegelaar ,UDINESE,Left-Back,left,ZEEGELAAR M.,13876,66247,7088,MARVIN,ZEEGELAAR,1990-08-12
571,Ethan,Ampadu ,VENEZIA,Centre-Back,right,AMPADU E.,18550,199598,11632,ETHAN,AMPADU,2000-09-14
572,Mattia,Aramu ,VENEZIA,Attacking Midfield,left,ARAMU M.,5935,169034,27650,MATTIA,ARAMU,1995-05-14
573,Issa,Bah ,VENEZIA,Left Winger,right,BAH I.,32706,473281,49745,ISSA,BAH,2002-07-05
574,Bjarki,Bjarkason ,VENEZIA,Left Winger,right,BJARKASON B. S.,24007,434039,33437,BJARKI STEINN,BJARKASON,2000-05-11
575,Gianluca,Busio ,VENEZIA,Central Midfield,right,BUSIO G.,26662,427168,34514,GIANLUCA,BUSIO,2002-05-28
576,Mattia,Caldara ,VENEZIA,Centre-Back,right,CALDARA M.,5930,174651,11627,MATTIA,CALDARA,1994-05-05
577,Pietro,Ceccaroni ,VENEZIA,Centre-Back,left,CECCARONI P.,5868,169079,19917,PIETRO,CECCARONI,1995-12-21
578,Domen,Crnigoj ,VENEZIA,Central Midfield,right,CRNIGOJ D.,9065,120127,2808,DOMEN,CRNIGOJ,1995-11-18
579,Michaël,Cuisance ,VENEZIA,Central Midfield,left,CUISANCE M.,24593,204730,19127,MIKAEL,CUISANCE,1999-08-16
580,Jacopo,Dezi ,VENEZIA,Central Midfield,right,DEZI J.,5656,76811,19041,JACOPO,DEZI,1992-02-10
581,Francesco,Di Mariano,VENEZIA,Left Winger,right,DI MARIANO F.,11613,153106,19592,FRANCESCO,DI MARIANO,1996-04-20
582,Tyronne,Ebuehi ,VENEZIA,Right-Back,right,EBUEHI T.,16673,186703,10569,TYRONNE,EBUEHI,1995-12-16
583,Luca,Fiordilino ,VENEZIA,Defensive Midfield,right,FIORDILINO L.,10986,233539,19682,LUCA,FIORDILINO,1996-07-25
584,Francesco,Forte ,VENEZIA,Centre-Forward,left,FORTE F.,8805,150526,14734,FRANCESCO,FORTE,1993-05-01
585,Nicolas,Galazzi ,VENEZIA,Right Winger,left,GALAZZI N.,24166,516018,63111,NICOLAS,GALAZZI,2000-12-18
586,Ridgeciano,Haps  ,VENEZIA,Left-Back,left,HAPS R.,7379,148435,9056,RIDGECIANO,HAPS,1993-06-12
587,Thomas,Henry ,VENEZIA,Centre-Forward,right,HENRY T.,26688,220391,32380,THOMAS,HENRY,1994-09-20
588,Daan,Heymans,VENEZIA,Attacking Midfield,right,HEYMANS D.,26527,230386,29935,DAAN,HEYMANS,1999-06-15
589,Dennis,Johnsen ,VENEZIA,Left Winger,right,JOHNSEN D.,16289,246875,12433,DENNIS,JOHNSEN,1998-02-17
590,Sofian,Kiyine ,VENEZIA,Central Midfield,right,KIYINE S.,12912,244291,14112,SOFIAN,KIYINE,1997-10-02
591,Patrick,Leal ,VENEZIA,Attacking Midfield,right,LEAL P. T.,33535,580517,162450,PATRICK THOMAS,LEAL,2003-02-21
592,Luca,Lezzerini  ,VENEZIA,Goalkeeper,right,LEZZERINI L.,6026,105128,6329,LUCA,LEZZERINI,1995-03-24
593,Niki,MAenpAA ,VENEZIA,Goalkeeper,right,MAENPAA N.,10939,48860,8058,NIKI,MAENPAA,1985-01-23
594,Ales,Mateju ,VENEZIA,Right-Back,right,MATEJU A.,13082,209913,19843,ALES,MATEJU,1996-06-03
595,Hilmir,Rafn Mikaelsson,VENEZIA,Centre-Forward, ,MIKAELSSON H. R.,27248,482956,162449,HILMIR RAFN,MIKAELSSON,2004-02-02
596,Marco,Modolo ,VENEZIA,Centre-Back,right,MODOLO M.,7192,19537,27651,MARCO,MODOLO,1989-03-23
597,Cristian,Molinaro ,VENEZIA,Left-Back,left,MOLINARO C.,6316,26720,2050,CRISTIAN,MOLINARO,1983-07-30
598,Nani,NANI,VENEZIA,Left Winger,both,NANI L. C.,7528,38530,7857,LUIS CARLOS,NANI,1986-11-17
599,Jean-Pierre,Nsame ,VENEZIA,Centre-Forward,right,NSAME J.,17414,115816,12415,JEAN-PIERRE,NSAME,1993-05-01
600,David,Okereke ,VENEZIA,Centre-Forward,right,OKEREKE D.,10899,221781,19881,DAVID,OKEREKE,1997-08-29
601,Dor,Peretz ,VENEZIA,Defensive Midfield,right,PERETZ D.,26524,212313,17466,DOR,PERETZ,1995-05-17
602,Sergio,Romero ,VENEZIA,Goalkeeper,right,ROMERO S.,10415,42899,9770,SERGIO,ROMERO,1987-02-22
603,David,Schnegg ,VENEZIA,Left-Back,left,SCHNEGG D.,26523,445433,29905,DAVID,SCHNEGG,1998-09-29
604,ArnOr,Sigurdsson ,VENEZIA,Attacking Midfield,right,SIGURDSSON A.,17405,420618,12829,ARNOR,SIGURDSSON,1999-05-15
605,Michael,Svoboda ,VENEZIA,Centre-Back,right,SVOBODA M.,24006,454490,28784,MICHAEL,SVOBODA,1998-10-15
606,Tanner,Tessmann ,VENEZIA,Central Midfield,right,TESSMANN T.,26526,426634,34511,TANNER,TESSMANN,2001-09-24
607,Maximilian,Ullmann ,VENEZIA,Left-Back,left,ULLMANN M.,19410,186785,16663,MAXIMILIAN,ULLMANN,1996-06-17
608,Antonio,Junior Vacca,VENEZIA,Defensive Midfield,right,VACCA A.,10691,76365,27657,ANTONIO,VACCA,1990-05-13
